날짜,종가,오픈,고가,저가,거래량,변동 %
2022년 01월 18일,"2,997.6851","2,963.2041","3,007.2346","2,963.2041",-,1.17%
2022년 01월 14일,"2,963.0940","2,927.3333","2,967.7271","2,919.8083",-,1.13%
2022년 01월 13일,"2,929.8960","2,954.8254","2,956.0774","2,921.6262",-,-0.84%
2022년 01월 12일,"2,954.6509","2,913.3315","2,960.2627","2,912.3994",-,1.42%
2022년 01월 11일,"2,913.2629","2,843.5735","2,916.6692","2,843.5735",-,2.45%
2022년 01월 10일,"2,843.5640","2,856.6858","2,878.3027","2,837.1895",-,-0.57%
2022년 01월 07일,"2,859.8770","2,858.5288","2,879.8318","2,848.3660",-,0.06%
2022년 01월 06일,"2,858.1340","2,837.1565","2,872.9448","2,811.8635",-,0.50%
2022년 01월 05일,"2,843.8120","2,823.0833","2,856.8528","2,814.9065",-,0.73%
2022년 01월 04일,"2,823.2200","2,790.4824","2,832.0447","2,785.6819",-,1.15%
2022년 01월 03일,"2,791.0759","2,780.1526","2,804.9363","2,761.3740",-,0.59%
2021년 12월 31일,"2,774.7261","2,808.4165","2,815.0869","2,771.2527",-,-1.20%
2021년 12월 30일,"2,808.2910","2,813.0950","2,826.6074","2,799.0586",-,-0.15%
2021년 12월 29일,"2,812.3779","2,800.4258","2,832.9387","2,790.1819",-,0.46%
2021년 12월 28일,"2,799.4031","2,803.8835","2,828.5454","2,796.8362",-,-0.06%
2021년 12월 27일,"2,801.1531","2,760.6851","2,809.3555","2,740.5183",-,1.47%
2021년 12월 23일,"2,760.6621","2,738.6394","2,762.8516","2,732.3867",-,0.81%
2021년 12월 22일,"2,738.4951","2,694.2732","2,742.4290","2,693.4382",-,1.69%
