날짜,S&P500,미국채10년,GSCI,기준금리,연도
2017-01-10,2268.9,2.378,2353.019,1.25,2017
2017-01-09,2268.9,2.368,2366.116,1.25,2017
2017-01-06,2276.98,2.421,2417.407,1.25,2017
2017-01-05,2269.0,2.348,2415.3169,1.25,2017
2017-01-04,2270.75,2.441,2404.99,1.25,2017
2017-01-03,2257.83,2.448,2371.6689,1.25,2017
2016-12-30,2238.83,2.446,2417.311,1.25,2016
2016-12-29,2249.26,2.477,2418.9199,1.25,2016
2016-12-28,2249.92,2.512,2423.1389,1.25,2016
2016-12-27,2268.88,2.561,2417.282,1.25,2016
2016-12-23,2263.79,2.543,2378.73,1.25,2016
2016-12-22,2260.96,2.553,2379.0891,1.25,2016
2016-12-21,2265.18,2.538,2371.4241,1.25,2016
2016-12-20,2270.76,2.56,2381.2749,1.25,2016
2016-12-19,2262.53,2.544,2379.781,1.25,2016
2016-12-16,2258.07,2.599,2388.053,1.25,2016
2016-12-15,2262.03,2.606,2362.4109,1.25,2016
2016-12-14,2253.28,2.567,2373.8779,1.25,2016
2016-12-13,2271.72,2.473,2408.7891,1.25,2016
2016-12-12,2256.96,2.477,2409.6489,1.25,2016
2016-12-09,2259.53,2.466,2379.5669,1.25,2016
2016-12-08,2246.19,2.409,2360.0249,1.25,2016
2016-12-07,2241.35,2.344,2342.1389,1.25,2016
2016-12-06,2212.23,2.392,2369.23,1.25,2016
2016-12-05,2204.71,2.401,2387.8979,1.25,2016
2016-12-02,2191.95,2.392,2364.623,1.25,2016
2016-12-01,2191.08,2.454,2354.6809,1.25,2016
2016-11-30,2198.81,2.39,2308.46,1.25,2016
2016-11-29,2204.66,2.293,2203.03,1.25,2016
2016-11-28,2201.72,2.312,2266.667,1.25,2016
2016-11-25,2213.35,2.359,2234.3821,1.25,2016
2016-11-23,2204.72,2.355,2271.6399,1.25,2016
2016-11-22,2202.94,2.314,2270.051,1.25,2016
2016-11-21,2198.18,2.314,2267.332,1.25,2016
2016-11-18,2181.9,2.348,2200.9609,1.25,2016
2016-11-17,2187.12,2.297,2190.2429,1.25,2016
2016-11-16,2176.94,2.214,2187.7019,1.25,2016
2016-11-15,2180.39,2.23,2198.688,1.25,2016
2016-11-14,2164.2,2.254,2139.9729,1.25,2016
2016-11-10,2167.48,2.138,2187.6699,1.25,2016
2016-11-09,2163.26,2.068,2197.2351,1.25,2016
2016-11-08,2139.56,1.858,2193.1011,1.25,2016
2016-11-07,2131.52,1.828,2190.0801,1.25,2016
2016-11-04,2085.18,1.778,2173.502,1.25,2016
2016-11-03,2088.66,1.81,2193.343,1.25,2016
2016-11-02,2097.94,1.801,2209.5891,1.25,2016
2016-11-01,2111.72,1.827,2245.0659,1.25,2016
2016-10-31,2126.15,1.826,2251.3879,1.25,2016
2016-10-28,2126.41,1.849,2303.561,1.25,2016
2016-10-27,2133.04,1.85,2326.728,1.25,2016
2016-10-26,2139.43,1.791,2306.355,1.25,2016
2016-10-25,2143.16,1.758,2322.7859,1.25,2016
2016-10-24,2151.33,1.766,2334.2129,1.25,2016
2016-10-21,2141.16,1.736,2339.3181,1.25,2016
2016-10-20,2141.34,1.756,2328.7361,1.25,2016
2016-10-19,2144.29,1.747,2362.3589,1.25,2016
2016-10-18,2139.6,1.74,2337.8679,1.25,2016
2016-10-17,2126.5,1.768,2331.98,1.25,2016
2016-10-14,2132.98,1.805,2338.1841,1.25,2016
2016-10-13,2132.55,1.746,2339.28,1.25,2016
2016-10-12,2139.18,1.771,2323.7461,1.25,2016
2016-10-11,2136.73,1.767,2345.3359,1.25,2016
2016-10-10,2163.66,1.765,2365.7051,1.25,2016
2016-10-07,2153.74,1.723,2328.2009,1.25,2016
2016-10-06,2160.77,1.739,2338.2529,1.25,2016
2016-10-05,2159.73,1.706,2331.2791,1.25,2016
2016-10-04,2150.49,1.69,2304.144,1.25,2016
2016-10-03,2161.2,1.627,2300.3369,1.25,2016
2016-09-30,2168.27,1.598,2285.6079,1.25,2016
2016-09-29,2151.13,1.558,2278.4121,1.25,2016
2016-09-28,2171.37,1.572,2258.926,1.25,2016
2016-09-27,2159.93,1.56,2197.291,1.25,2016
2016-09-26,2146.1,1.584,2235.3049,1.25,2016
2016-09-23,2164.69,1.62,2204.3091,1.25,2016
2016-09-22,2177.18,1.618,2250.4609,1.25,2016
2016-09-21,2163.12,1.655,2225.4529,1.25,2016
2016-09-20,2139.76,1.693,2195.8711,1.25,2016
2016-09-19,2139.12,1.707,2188.136,1.25,2016
2016-09-16,2139.16,1.694,2182.668,1.25,2016
2016-09-15,2147.26,1.698,2191.376,1.25,2016
2016-09-14,2125.77,1.698,2172.4519,1.25,2016
2016-09-13,2127.02,1.729,2200.2981,1.25,2016
2016-09-12,2159.04,1.666,2241.458,1.25,2016
2016-09-09,2127.81,1.675,2230.884,1.25,2016
2016-09-08,2181.3,1.601,2278.908,1.25,2016
2016-09-07,2186.16,1.536,2219.834,1.25,2016
2016-09-06,2186.48,1.536,2194.6819,1.25,2016
2016-09-02,2179.98,1.607,2188.2319,1.25,2016
2016-09-01,2170.86,1.568,2154.7029,1.25,2016
2016-08-31,2170.95,1.578,2194.6479,1.25,2016
2016-08-30,2176.12,1.57,2241.979,1.25,2016
2016-08-29,2180.38,1.563,2263.512,1.25,2016
2016-08-26,2169.04,1.628,2288.2439,1.25,2016
2016-08-25,2172.47,1.578,2288.686,1.25,2016
2016-08-24,2175.44,1.563,2278.385,1.25,2016
2016-08-23,2186.9,1.546,2313.1321,1.25,2016
2016-08-22,2182.64,1.544,2296.54,1.25,2016
2016-08-19,2183.87,1.58,2334.5071,1.25,2016
2016-08-18,2187.02,1.534,2336.561,1.25,2016
2016-08-17,2182.22,1.549,2300.698,1.25,2016
2016-08-16,2178.15,1.575,2288.543,1.25,2016
2016-08-15,2190.15,1.558,2266.4331,1.25,2016
2016-08-12,2184.05,1.51,2225.231,1.25,2016
2016-08-11,2185.79,1.561,2203.72,1.25,2016
2016-08-10,2175.49,1.513,2156.4529,1.25,2016
2016-08-09,2181.74,1.549,2183.406,1.25,2016
2016-08-08,2180.89,1.592,2197.6279,1.25,2016
2016-08-05,2182.87,1.59,2169.866,1.25,2016
2016-08-04,2164.25,1.503,2164.718,1.25,2016
2016-08-03,2163.79,1.545,2140.146,1.25,2016
2016-08-02,2157.03,1.554,2102.292,1.25,2016
2016-08-01,2170.84,1.52,2112.2991,1.25,2016
2016-07-29,2173.6,1.45,2156.498,1.25,2016
2016-07-28,2170.06,1.508,2139.2329,1.25,2016
2016-07-27,2166.58,1.503,2156.52,1.25,2016
2016-07-26,2169.18,1.563,2187.9241,1.25,2016
2016-07-25,2168.48,1.575,2192.98,1.25,2016
2016-07-22,2175.03,1.566,2217.594,1.25,2016
2016-07-21,2165.17,1.556,2229.3679,1.25,2016
2016-07-20,2173.02,1.58,2255.4021,1.25,2016
2016-07-19,2163.78,1.558,2257.6011,1.25,2016
2016-07-18,2166.89,1.582,2277.2271,1.25,2016
2016-07-15,2161.74,1.558,2294.271,1.25,2016
2016-07-14,2163.75,1.537,2301.428,1.25,2016
2016-07-13,2152.43,1.473,2276.489,1.25,2016
2016-07-12,2152.14,1.507,2325.092,1.25,2016
2016-07-11,2137.16,1.43,2265.4009,1.25,2016
2016-07-08,2129.9,1.358,2280.8191,1.25,2016
2016-07-07,2097.9,1.385,2265.1841,1.25,2016
2016-07-06,2099.73,1.373,2333.3181,1.25,2016
2016-07-05,2088.55,1.375,2322.783,1.25,2016
2016-07-01,2102.95,1.456,2400.04,1.25,2016
2016-06-30,2098.86,1.475,2384.6609,1.25,2016
2016-06-29,2070.77,1.517,2424.7971,1.25,2016
2016-06-28,2036.09,1.465,2372.3101,1.25,2016
2016-06-27,2000.54,1.444,2321.106,1.25,2016
2016-06-24,2037.41,1.562,2353.918,1.25,2016
2016-06-23,2113.32,1.744,2427.1589,1.25,2016
2016-06-22,2085.45,1.687,2403.615,1.25,2016
2016-06-21,2088.9,1.709,2423.5581,1.25,2016
2016-06-20,2083.25,1.678,2440.937,1.25,2016
2016-06-17,2071.22,1.611,2402.3701,1.25,2016
2016-06-16,2077.99,1.579,2344.7251,1.25,2016
2016-06-15,2071.5,1.575,2398.0381,1.25,2016
2016-06-14,2075.32,1.613,2417.04,1.25,2016
2016-06-13,2079.06,1.613,2430.689,1.25,2016
2016-06-10,2096.07,1.644,2434.7339,1.25,2016
2016-06-09,2115.48,1.682,2480.2839,1.25,2016
2016-06-08,2119.12,1.704,2497.2749,1.5,2016
2016-06-07,2112.13,1.716,2452.9431,1.5,2016
2016-06-06,2109.41,1.737,2433.1699,1.5,2016
2016-06-03,2099.13,1.702,2402.574,1.5,2016
2016-06-02,2105.26,1.799,2405.925,1.5,2016
2016-06-01,2099.33,1.839,2387.3999,1.5,2016
2016-05-31,2096.96,1.851,2382.751,1.5,2016
2016-05-27,2099.06,1.851,2388.668,1.5,2016
2016-05-26,2090.1,1.83,2386.835,1.5,2016
2016-05-25,2090.54,1.872,2380.936,1.5,2016
2016-05-24,2076.06,1.865,2351.5779,1.5,2016
2016-05-23,2048.04,1.835,2343.6951,1.5,2016
2016-05-20,2052.32,1.844,2359.1221,1.5,2016
2016-05-19,2040.04,1.847,2356.855,1.5,2016
2016-05-18,2047.63,1.859,2376.2461,1.5,2016
2016-05-17,2047.21,1.772,2381.2891,1.5,2016
2016-05-16,2066.66,1.757,2361.364,1.5,2016
2016-05-13,2046.61,1.702,2323.135,1.5,2016
2016-05-12,2064.11,1.748,2330.811,1.5,2016
2016-05-11,2064.46,1.735,2322.4709,1.5,2016
2016-05-10,2084.39,1.754,2264.947,1.5,2016
2016-05-09,2058.69,1.751,2211.3169,1.5,2016
2016-05-06,2057.14,1.779,2264.397,1.5,2016
2016-05-05,2050.63,1.742,2249.687,1.5,2016
2016-05-04,2051.12,1.777,2249.019,1.5,2016
2016-05-03,2063.37,1.796,2253.0491,1.5,2016
2016-05-02,2081.43,1.872,2296.9619,1.5,2016
2016-04-29,2065.3,1.835,2331.0449,1.5,2016
2016-04-28,2075.81,1.824,2325.552,1.5,2016
2016-04-27,2095.15,1.852,2303.113,1.5,2016
2016-04-26,2091.7,1.931,2274.5239,1.5,2016
2016-04-25,2087.79,1.914,2232.8401,1.5,2016
2016-04-22,2091.58,1.891,2250.5869,1.5,2016
2016-04-21,2091.48,1.865,2252.8311,1.5,2016
2016-04-20,2102.4,1.845,2279.6541,1.5,2016
2016-04-19,2100.8,1.787,2221.98,1.5,2016
2016-04-18,2094.34,1.771,2172.0769,1.5,2016
2016-04-15,2080.73,1.753,2174.6069,1.5,2016
2016-04-14,2082.78,1.792,2196.731,1.5,2016
2016-04-13,2082.42,1.766,2211.6521,1.5,2016
2016-04-12,2061.72,1.776,2213.9939,1.5,2016
2016-04-11,2041.99,1.722,2156.7251,1.5,2016
2016-04-08,2047.6,1.717,2142.7981,1.5,2016
2016-04-07,2041.91,1.687,2064.323,1.5,2016
2016-04-06,2066.66,1.758,2078.4089,1.5,2016
2016-04-05,2045.17,1.72,2031.363,1.5,2016
2016-04-04,2066.13,1.762,2037.646,1.5,2016
2016-04-01,2072.78,1.774,2070.5559,1.5,2016
2016-03-31,2059.74,1.77,2116.436,1.5,2016
2016-03-30,2063.95,1.828,2115.6589,1.5,2016
2016-03-29,2055.01,1.804,2121.553,1.5,2016
2016-03-28,2037.05,1.883,2145.3059,1.5,2016
2016-03-24,2035.94,1.9,2145.6841,1.5,2016
2016-03-23,2036.71,1.879,2155.2649,1.5,2016
2016-03-22,2049.8,1.944,2208.5859,1.5,2016
2016-03-21,2051.6,1.917,2199.5371,1.5,2016
2016-03-18,2049.58,1.877,2193.9641,1.5,2016
2016-03-17,2040.59,1.898,2210.7839,1.5,2016
2016-03-16,2027.22,1.913,2163.7859,1.5,2016
2016-03-15,2015.93,1.968,2118.8579,1.5,2016
2016-03-14,2019.64,1.961,2140.4309,1.5,2016
2016-03-11,2022.19,1.98,2168.3511,1.5,2016
2016-03-10,1989.57,1.936,2148.1621,1.5,2016
2016-03-09,1989.26,1.88,2162.874,1.5,2016
2016-03-08,1979.26,1.831,2115.4309,1.5,2016
2016-03-07,2001.76,1.904,2146.4839,1.5,2016
2016-03-04,1999.99,1.876,2090.501,1.5,2016
2016-03-03,1993.4,1.835,2040.484,1.5,2016
2016-03-02,1986.45,1.835,2035.3361,1.5,2016
2016-03-01,1978.35,1.827,2024.285,1.5,2016
2016-02-29,1932.23,1.738,2016.989,1.5,2016
2016-02-26,1948.05,1.764,1992.8361,1.5,2016
2016-02-25,1951.7,1.714,1997.4561,1.5,2016
2016-02-24,1929.8,1.752,1978.514,1.5,2016
2016-02-23,1921.27,1.716,1955.975,1.5,2016
2016-02-22,1945.5,1.755,1997.405,1.5,2016
2016-02-19,1917.78,1.743,1951.068,1.5,2016
2016-02-18,1917.83,1.741,1987.186,1.5,2016
2016-02-17,1926.82,1.816,1995.428,1.5,2016
2016-02-16,1895.58,1.779,1932.7061,1.5,2016
2016-02-12,1864.78,1.746,1959.228,1.5,2016
2016-02-11,1829.08,1.664,1871.051,1.5,2016
2016-02-10,1851.86,1.673,1887.723,1.5,2016
2016-02-09,1852.21,1.731,1888.292,1.5,2016
2016-02-08,1853.44,1.748,1955.26,1.5,2016
2016-02-05,1880.05,1.843,1985.3409,1.5,2016
2016-02-04,1915.45,1.846,2010.788,1.5,2016
2016-02-03,1912.53,1.883,2021.723,1.5,2016
2016-02-02,1903.03,1.852,1954.874,1.5,2016
2016-02-01,1939.38,1.95,2005.392,1.5,2016
2016-01-29,1940.24,1.923,2058.3779,1.5,2016
2016-01-28,1893.36,1.982,2028.207,1.5,2016
2016-01-27,1882.95,2.003,2008.644,1.5,2016
2016-01-26,1903.63,2.003,1977.254,1.5,2016
2016-01-25,1877.08,2.006,1938.3571,1.5,2016
2016-01-22,1906.9,2.057,1986.608,1.5,2016
2016-01-21,1868.99,2.028,1903.359,1.5,2016
2016-01-20,1859.33,1.988,1860.661,1.5,2016
2016-01-19,1881.33,2.056,1902.351,1.5,2016
2016-01-15,1880.33,2.037,1911.007,1.5,2016
2016-01-14,1921.84,2.091,1964.754,1.5,2016
2016-01-13,1890.28,2.091,1955.245,1.5,2016
2016-01-12,1938.68,2.105,1962.692,1.5,2016
2016-01-11,1923.67,2.175,1989.271,1.5,2016
2016-01-08,1922.03,2.116,2051.3669,1.5,2016
2016-01-07,1943.09,2.149,2059.6609,1.5,2016
2016-01-06,1990.26,2.17,2075.283,1.5,2016
2016-01-05,2016.71,2.239,2139.396,1.5,2016
2016-01-04,2012.66,2.243,2156.647,1.5,2016
2015-12-31,2043.94,2.269,2170.615,1.5,2015
2015-12-30,2063.36,2.294,2152.9341,1.5,2015
2015-12-29,2078.36,2.308,2195.4929,1.5,2015
2015-12-28,2056.5,2.232,2155.3269,1.5,2015
2015-12-24,2060.99,2.245,2186.9041,1.5,2015
2015-12-23,2064.29,2.259,2171.0259,1.5,2015
2015-12-22,2038.97,2.237,2124.2361,1.5,2015
2015-12-21,2021.15,2.195,2130.6489,1.5,2015
2015-12-18,2005.55,2.204,2140.7019,1.5,2015
2015-12-17,2041.89,2.225,2127.4861,1.5,2015
2015-12-16,2073.07,2.298,2143.1169,1.5,2015
2015-12-15,2043.41,2.268,2188.4109,1.5,2015
2015-12-14,2021.94,2.225,2175.5161,1.5,2015
2015-12-11,2012.37,2.132,2186.0791,1.5,2015
2015-12-10,2052.23,2.234,2232.3,1.5,2015
2015-12-09,2047.62,2.211,2235.6941,1.5,2015
2015-12-08,2063.59,2.222,2241.6189,1.5,2015
2015-12-07,2077.07,2.236,2255.3701,1.5,2015
2015-12-04,2091.69,2.273,2341.8069,1.5,2015
2015-12-03,2049.62,2.321,2356.5081,1.5,2015
2015-12-02,2079.51,2.178,2320.24,1.5,2015
2015-12-01,2102.63,2.145,2386.5791,1.5,2015
2015-11-30,2080.41,2.208,2375.6211,1.5,2015
2015-11-27,2090.11,2.222,2383.6819,1.5,2015
2015-11-25,2088.87,2.234,2429.094,1.5,2015
2015-11-24,2089.14,2.239,2426.7129,1.5,2015
2015-11-23,2086.59,2.243,2393.845,1.5,2015
2015-11-20,2089.17,2.264,2386.614,1.5,2015
2015-11-19,2081.24,2.247,2384.79,1.5,2015
2015-11-18,2083.58,2.273,2381.665,1.5,2015
2015-11-17,2050.44,2.268,2373.658,1.5,2015
2015-11-16,2053.19,2.271,2397.6599,1.5,2015
2015-11-13,2023.04,2.275,2398.9939,1.5,2015
2015-11-12,2045.97,2.315,2428.6841,1.5,2015
2015-11-11,2075.0,2.331,2468.3411,1.5,2015
2015-11-10,2081.72,2.336,2500.3711,1.5,2015
2015-11-09,2078.58,2.349,2504.5449,1.5,2015
2015-11-06,2099.2,2.325,2531.509,1.5,2015
2015-11-05,2099.93,2.236,2551.9651,1.5,2015
2015-11-04,2102.31,2.227,2585.3611,1.5,2015
2015-11-03,2109.79,2.218,2643.552,1.5,2015
2015-11-02,2104.05,2.176,2588.7161,1.5,2015
2015-10-30,2079.36,2.146,2609.5959,1.5,2015
2015-10-29,2089.41,2.172,2588.0439,1.5,2015
2015-10-28,2090.35,2.101,2596.1899,1.5,2015
2015-10-27,2065.89,2.037,2521.9641,1.5,2015
2015-10-26,2071.18,2.058,2546.4441,1.5,2015
2015-10-23,2075.15,2.087,2563.967,1.5,2015
2015-10-22,2052.51,2.028,2584.554,1.5,2015
2015-10-21,2018.94,2.028,2578.738,1.5,2015
2015-10-20,2030.77,2.069,2604.4861,1.5,2015
2015-10-19,2033.66,2.023,2596.396,1.5,2015
2015-10-16,2033.11,2.035,2650.949,1.5,2015
2015-10-15,2023.86,2.019,2632.1089,1.5,2015
2015-10-14,1994.24,1.975,2643.6721,1.5,2015
2015-10-13,2003.69,2.042,2646.5291,1.5,2015
2015-10-12,2017.46,2.07,2663.97,1.5,2015
2015-10-09,2014.89,2.09,2735.7981,1.5,2015
2015-10-08,2013.43,2.102,2729.4961,1.5,2015
2015-10-07,1995.83,2.065,2694.991,1.5,2015
2015-10-06,1979.92,2.035,2714.5979,1.5,2015
2015-10-05,1987.05,2.058,2634.864,1.5,2015
2015-10-02,1951.36,1.991,2595.73,1.5,2015
2015-10-01,1923.82,2.042,2584.551,1.5,2015
2015-09-30,1920.03,2.035,2603.6221,1.5,2015
2015-09-29,1884.09,2.06,2598.78,1.5,2015
2015-09-28,1881.77,2.098,2577.2629,1.5,2015
2015-09-25,1931.34,2.166,2623.0139,1.5,2015
2015-09-24,1932.24,2.128,2596.1799,1.5,2015
2015-09-23,1938.76,2.151,2588.5601,1.5,2015
2015-09-22,1942.74,2.132,2624.915,1.5,2015
2015-09-21,1966.97,2.199,2641.6331,1.5,2015
2015-09-18,1958.03,2.134,2590.9819,1.5,2015
2015-09-17,1990.2,2.192,2650.1509,1.5,2015
2015-09-16,1995.31,2.296,2669.075,1.5,2015
2015-09-15,1978.09,2.292,2611.571,1.5,2015
2015-09-14,1953.03,2.183,2605.594,1.5,2015
2015-09-11,1961.05,2.187,2637.395,1.5,2015
2015-09-10,1952.29,2.227,2664.168,1.5,2015
2015-09-09,1942.04,2.195,2618.9629,1.5,2015
2015-09-08,1969.41,2.186,2674.5349,1.5,2015
2015-09-04,1921.22,2.131,2662.9089,1.5,2015
2015-09-03,1951.13,2.163,2697.8799,1.5,2015
2015-09-02,1948.86,2.188,2675.8069,1.5,2015
2015-09-01,1913.85,2.159,2657.5071,1.5,2015
2015-08-31,1972.18,2.214,2779.468,1.5,2015
2015-08-28,1988.87,2.184,2668.55,1.5,2015
2015-08-27,1987.66,2.191,2580.7429,1.5,2015
2015-08-26,1940.51,2.18,2448.5491,1.5,2015
2015-08-25,1867.61,2.078,2479.501,1.5,2015
2015-08-24,1893.21,2.012,2458.594,1.5,2015
2015-08-21,1970.89,2.045,2540.4871,1.5,2015
2015-08-20,2035.73,2.073,2592.229,1.5,2015
2015-08-19,2079.61,2.129,2589.2009,1.5,2015
2015-08-18,2096.92,2.192,2643.812,1.5,2015
2015-08-17,2102.44,2.17,2644.7529,1.5,2015
2015-08-14,2091.54,2.201,2663.834,1.5,2015
2015-08-13,2083.39,2.189,2668.5869,1.5,2015
2015-08-12,2086.05,2.148,2686.811,1.5,2015
2015-08-11,2084.07,2.143,2682.1489,1.5,2015
2015-08-10,2104.18,2.232,2742.6941,1.5,2015
2015-08-07,2077.57,2.166,2674.2649,1.5,2015
2015-08-06,2083.56,2.227,2690.937,1.5,2015
2015-08-05,2099.84,2.27,2704.8359,1.5,2015
2015-08-04,2093.32,2.223,2719.52,1.5,2015
2015-08-03,2098.04,2.15,2700.083,1.5,2015
2015-07-31,2103.84,2.187,2771.167,1.5,2015
2015-07-30,2108.63,2.257,2809.7361,1.5,2015
2015-07-29,2108.57,2.289,2817.8201,1.5,2015
2015-07-28,2093.25,2.25,2808.8931,1.5,2015
2015-07-27,2067.64,2.216,2787.793,1.5,2015
2015-07-24,2079.65,2.262,2831.615,1.5,2015
2015-07-23,2102.15,2.269,2863.6089,1.5,2015
2015-07-22,2114.15,2.327,2895.4031,1.5,2015
2015-07-21,2119.21,2.331,2935.7561,1.5,2015
2015-07-20,2128.28,2.38,2930.249,1.5,2015
2015-07-17,2126.64,2.347,2964.084,1.5,2015
2015-07-16,2124.29,2.356,2974.4619,1.5,2015
2015-07-15,2107.4,2.356,2986.9109,1.5,2015
2015-07-14,2108.95,2.397,3037.76,1.5,2015
2015-07-13,2099.6,2.446,3029.572,1.5,2015
2015-07-10,2076.62,2.401,3042.9851,1.5,2015
2015-07-09,2051.31,2.317,3042.3101,1.5,2015
2015-07-08,2046.68,2.197,2997.0439,1.5,2015
2015-07-07,2081.34,2.255,2996.238,1.5,2015
2015-07-06,2068.76,2.29,3019.8081,1.5,2015
2015-07-02,2076.78,2.386,3175.7261,1.5,2015
2015-07-01,2077.42,2.427,3167.137,1.5,2015
2015-06-30,2063.11,2.349,3226.1169,1.5,2015
2015-06-29,2057.64,2.328,3159.6169,1.5,2015
2015-06-26,2101.49,2.474,3189.864,1.5,2015
2015-06-25,2102.31,2.412,3178.3169,1.5,2015
2015-06-24,2108.58,2.373,3185.6121,1.5,2015
2015-06-23,2124.2,2.414,3212.188,1.5,2015
2015-06-22,2122.85,2.374,3170.8899,1.5,2015
2015-06-19,2109.99,2.261,3159.1919,1.5,2015
2015-06-18,2121.24,2.334,3202.511,1.5,2015
2015-06-17,2100.44,2.32,3194.8989,1.5,2015
2015-06-16,2096.29,2.309,3189.7261,1.5,2015
2015-06-15,2084.43,2.36,3179.9319,1.5,2015
2015-06-12,2094.11,2.39,3205.8521,1.5,2015
2015-06-11,2108.86,2.381,3242.4099,1.5,2015
2015-06-10,2105.2,2.486,3277.0259,1.75,2015
2015-06-09,2080.15,2.442,3245.3259,1.75,2015
2015-06-08,2079.28,2.382,3172.6101,1.75,2015
2015-06-05,2092.83,2.409,3180.9089,1.75,2015
2015-06-04,2095.84,2.309,3153.7581,1.75,2015
2015-06-03,2114.07,2.361,3208.427,1.75,2015
2015-06-02,2109.6,2.266,3262.0691,1.75,2015
2015-06-01,2111.73,2.183,3225.2051,1.75,2015
2015-05-29,2107.39,2.123,3229.7429,1.75,2015
2015-05-28,2120.79,2.135,3156.708,1.75,2015
2015-05-27,2123.48,2.13,3142.283,1.75,2015
2015-05-26,2104.2,2.142,3181.9099,1.75,2015
2015-05-22,2126.06,2.215,3250.584,1.75,2015
2015-05-21,2130.82,2.195,3295.8411,1.75,2015
2015-05-20,2125.85,2.257,3240.74,1.75,2015
2015-05-19,2127.83,2.29,3217.22,1.75,2015
2015-05-18,2129.2,2.234,3300.646,1.75,2015
2015-05-15,2122.73,2.148,3315.519,1.75,2015
2015-05-14,2121.1,2.235,3323.46,1.75,2015
2015-05-13,2098.48,2.295,3321.144,1.75,2015
2015-05-12,2099.12,2.247,3319.605,1.75,2015
2015-05-11,2105.33,2.287,3259.835,1.75,2015
2015-05-08,2116.1,2.142,3278.6211,1.75,2015
2015-05-07,2088.0,2.178,3263.925,1.75,2015
2015-05-06,2080.15,2.252,3335.0811,1.75,2015
2015-05-05,2089.46,2.182,3332.342,1.75,2015
2015-05-04,2114.49,2.146,3283.7549,1.75,2015
2015-05-01,2108.29,2.112,3282.228,1.75,2015
2015-04-30,2085.51,2.035,3295.219,1.75,2015
2015-04-29,2106.85,2.046,3260.5869,1.75,2015
2015-04-28,2114.76,2.003,3214.4641,1.75,2015
2015-04-27,2108.92,1.926,3209.6931,1.75,2015
2015-04-24,2117.69,1.914,3220.0449,1.75,2015
2015-04-23,2112.93,1.954,3217.416,1.75,2015
2015-04-22,2107.96,1.982,3154.5029,1.75,2015
2015-04-21,2097.29,1.911,3151.53,1.75,2015
2015-04-20,2100.4,1.886,3185.9719,1.75,2015
2015-04-17,2081.18,1.865,3192.5869,1.75,2015
2015-04-16,2104.99,1.895,3214.4529,1.75,2015
2015-04-15,2106.63,1.89,3186.083,1.75,2015
2015-04-14,2095.84,1.9,3090.845,1.75,2015
2015-04-13,2092.43,1.93,3059.1111,1.75,2015
2015-04-10,2102.06,1.949,3063.2639,1.75,2015
2015-04-09,2091.18,1.963,3025.8799,1.75,2015
2015-04-08,2081.9,1.906,3016.062,1.75,2015
2015-04-07,2076.33,1.887,3125.8701,1.75,2015
2015-04-06,2080.62,1.899,3090.531,1.75,2015
2015-04-02,2066.96,1.913,2999.4299,1.75,2015
2015-04-01,2059.69,1.859,3042.3511,1.75,2015
2015-03-31,2067.89,1.927,2967.1211,1.75,2015
2015-03-30,2086.24,1.953,3010.1641,1.75,2015
2015-03-27,2061.02,1.96,3012.4871,1.75,2015
2015-03-26,2056.15,1.996,3092.386,1.75,2015
2015-03-25,2061.05,1.927,3027.467,1.75,2015
2015-03-24,2091.5,1.873,2993.479,1.75,2015
2015-03-23,2104.42,1.909,3005.7549,1.75,2015
2015-03-20,2108.1,1.932,2978.449,1.75,2015
2015-03-19,2089.27,1.97,2932.481,1.75,2015
2015-03-18,2099.5,1.918,2961.594,1.75,2015
2015-03-17,2074.28,2.052,2894.217,1.75,2015
2015-03-16,2081.19,2.074,2915.3569,1.75,2015
2015-03-13,2053.4,2.118,2942.416,1.75,2015
2015-03-12,2065.95,2.11,3017.3069,1.75,2015
2015-03-11,2040.24,2.109,3040.3889,2.0,2015
2015-03-10,2044.16,2.121,3026.9021,2.0,2015
2015-03-09,2079.43,2.192,3090.4641,2.0,2015
2015-03-06,2071.26,2.247,3105.6179,2.0,2015
2015-03-05,2101.04,2.117,3134.3999,2.0,2015
2015-03-04,2098.53,2.119,3154.551,2.0,2015
2015-03-03,2107.78,2.122,3153.3611,2.0,2015
2015-03-02,2117.39,2.089,3121.9839,2.0,2015
2015-02-27,2104.5,1.996,3183.792,2.0,2015
2015-02-26,2110.74,2.031,3111.844,2.0,2015
2015-02-25,2113.86,1.972,3162.3181,2.0,2015
2015-02-24,2115.48,1.972,3100.2261,2.0,2015
2015-02-23,2109.66,2.061,3103.2539,2.0,2015
2015-02-20,2110.3,2.115,3145.426,2.0,2015
2015-02-19,2097.45,2.122,3161.979,2.0,2015
2015-02-18,2099.68,2.085,3178.666,2.0,2015
2015-02-17,2100.34,2.145,3221.644,2.0,2015
2015-02-13,2096.99,2.047,3219.6589,2.0,2015
2015-02-12,2088.48,1.988,3151.572,2.0,2015
2015-02-11,2068.53,2.021,3063.6799,2.0,2015
2015-02-10,2068.59,2.004,3106.2141,2.0,2015
2015-02-09,2046.74,1.978,3181.166,2.0,2015
2015-02-06,2055.47,1.958,3139.969,2.0,2015
2015-02-05,2062.52,1.817,3100.79,2.0,2015
2015-02-04,2041.51,1.747,3038.1799,2.0,2015
2015-02-03,2050.03,1.798,3167.074,2.0,2015
2015-02-02,2020.85,1.674,3041.532,2.0,2015
