date,doller,fed,sp_data,sp_updown
1972-09-20,0.0366636120378354,0.1899999999999995,108.6,1
1972-09-21,-0.0366770591725173,0.1899999999999995,108.43,0
1972-09-22,0.0,0.1899999999999995,108.52,1
1972-09-25,0.0274983968282537,-0.1899999999999995,108.05,0
1972-09-26,0.0274990828216873,-0.1900000000000004,108.12,1
1972-09-27,0.0641075178293429,-0.1900000000000004,109.66,1
1972-09-28,0.0091529306543747,0.25,110.35,1
1972-09-29,0.118910635344173,-0.1200000000000001,110.55,1
1972-10-02,0.0548468786438236,0.3100000000000005,110.16,0
1972-10-03,0.109581771352718,0.3099999999999996,110.3,1
1972-10-04,0.0273863426384336,0.25,110.09,0
1972-10-05,-0.1645939999579982,-0.5,108.89,0
1972-10-06,-0.1281816505385314,-0.1200000000000001,109.62,1
1972-10-10,0.0274590389016051,-0.1299999999999999,109.99,1
1972-10-11,0.0914476468486075,-0.1200000000000001,109.5,0
1972-10-12,0.0731079228730763,0.1200000000000001,108.6,0
1972-10-13,0.0365406043980848,-0.0599999999999996,107.92,0
1972-10-16,0.0091359149853147,0.1199999999999992,106.77,0
1972-10-17,0.0638977618284569,-0.1799999999999997,107.5,1
1972-10-18,-0.0273977363238972,-0.25,108.19,1
1972-10-19,-0.0456709596631932,0.3100000000000005,108.05,0
1972-10-20,0.0456501108194946,-0.0600000000000005,109.24,1
1972-10-24,0.0182618219987054,0.1200000000000001,110.81,1
1972-10-25,0.2095253769570567,0.6299999999999999,110.72,0
1972-10-26,0.0091109492540622,-0.5,110.99,1
1972-10-27,0.1364513781497345,-0.1299999999999999,110.62,0
1972-10-30,-0.0272957228881635,-0.0599999999999996,110.59,0
1972-10-31,0.0727414055444204,-0.0600000000000005,111.58,1
1972-11-01,-0.0727943571829923,0.6200000000000001,112.67,1
1972-11-02,-0.1366760820045564,-0.4400000000000004,113.23,1
1972-11-03,-0.0182238216105795,-0.4400000000000004,114.22,1
1972-11-06,0.0455419934919176,0.1900000000000004,113.98,0
1972-11-08,0.0273190060526086,0.75,113.35,0
1972-11-09,0.05461454297039,-0.8700000000000001,113.5,1
1972-11-10,0.027296632806252,0.1200000000000001,113.73,1
